feature1,feature2
2.3594855863322985,-1.4846245507457296
2.4539725763437623,-1.7248827135078957
4.155375718710883,-1.6611708628699975
1.1749554747516946,-1.921390878469241
0.9760398729662177,0.3718791502591061
3.380687164441491,-2.6262301942273822
2.1722430082302098,-2.426850295251899
0.2971079835497348,-0.8236637101426196
1.0659917655224063,-3.387041798048187
0.1467907023963113,-2.095701416234407
1.5284169198239508,-0.6584775455922216
-0.8653984789023457,-1.8287932225544365
5.672348038346701,-2.230607505496076
-0.45416545475371617,1.2554704177170888
1.0207541443697545,-1.4548883749528922
0.018838351461635483,-1.714109083053266
1.0533186544104396,-0.2027835632716921
1.1528448417260677,2.6188018896495686
0.7657680232226063,-1.3874013126066493
0.8345128555940625,-3.0083232355523375
2.281213129205332,-1.7926752847171255
2.271855536496429,-1.0776890241127048
3.0603058855063416,-0.12676168799491927
1.4960377541580063,-1.0103954363906682
2.0066065970713822,-0.9810511945758763
0.036552849980001634,-1.5854732280823498
2.2733057825710032,-1.656141020167108
3.003017064695249,-2.565389094504493
2.492650861724176,-0.24018182955683665
1.2201454212382834,-0.6565162145331245
0.2903668202080194,-0.749760386995824
0.9290117541700291,-0.9305101912643283
0.9090597557371659,-1.5311780079164687
4.758023819260815,-2.3130108825828732
-0.0650586035590206,0.7226881168256789
0.6785505947790726,0.8545671292032306
1.457728512559959,-0.7351345541883696
2.213480230016283,-1.6508011828940155
1.1404736120860663,0.6516709644948264
1.511138432948372,-1.5743845789458337
1.7372438963182588,-0.32137468985119877
2.551475690947237,-4.278545974627464
1.764297438154232,-2.639590789914794
2.13140768693511,-1.4087522866020061
2.69026760640785,0.4230357562116911
1.175309241045776,-0.505345130829759
0.20447590707168817,-1.9886779196687812
0.05921423454162866,-0.590607741397553
0.165444605121722,-1.8901149954405665
3.933256903014287,-0.8171150356818762
0.6319136923932799,-1.838566668567315
3.126190889851166,-0.14429202600266455
3.7650380696770296,0.2870539235105509
2.975447917968244,-0.7085923513422517
2.1849086442709167,-0.4758970945486284
2.174307117088367,-1.4428244643999775
1.0477732839014406,-2.11133401511802
0.29105322809754997,-1.2262658560761786
1.4168006165679883,-2.2308494392789955
4.903260286674528,-2.435868607285036
-1.4650478188091571,1.0343289704495828
1.4220962059086766,-1.3058066767294254
1.6860506901860641,-0.3719566428638098
3.5442390083433715,-0.3050178357343607
0.8129912604405687,0.1510707623428964
0.9124476351383267,-0.7690396353564821
0.820702078503303,-0.011771451761732
1.7536451288653203,-1.8158390045052057
1.9748202124557457,0.7963521106561338
2.6014766675309065,-3.2460173169142976
1.2964464843026107,-0.8641126586154196
1.3612126454907911,-0.6421798376662899
2.392736362437322,0.5747919707885105
3.345617503863006,-2.6972746600197084
0.9898060408906572,-2.903273691992458
2.396375197258505,0.7909746628699799
1.5629550968339896,-0.7297405022211887
2.9669616125560463,-2.2956322268539493
1.883649349897429,-1.5371837960219201
-0.019345627862591863,0.2396607970414828
3.1065898267109273,-1.251191745087444
1.274843162525275,0.5237715151027817
-1.0476731706625166,-1.3926464348168641
2.1031422215407556,-2.805166801435083
2.0023148448957313,-0.5852356966230341
0.12943811436074593,-0.6154775806156612
1.9943222784287382,-0.9810919767104473
3.4609202472787013,0.959998606186417
3.755836143565548,-1.557202319074917
-1.2447505710741988,-0.028576760361359588
